date;category;value
2024-04-07;Все категории;9.9
2024-03-31;Все категории;13.9
2024-03-24;Все категории;9.1
2024-03-17;Все категории;11
2024-03-10;Все категории;14.5
2024-03-03;Все категории;16.3
2024-02-25;Все категории;15.9
2024-02-18;Все категории;14.6
2024-02-11;Все категории;16.5
2024-02-04;Все категории;17.9
2024-01-28;Все категории;16.1
2024-01-21;Все категории;16
2024-01-14;Все категории;12.4
2024-01-07;Все категории;7.8
2023-12-31;Все категории;12.1
2023-12-24;Все категории;15.4
2023-12-17;Все категории;14.5
2023-12-10;Все категории;14.9
2023-12-03;Все категории;14.2
2023-11-26;Все категории;15.1
2023-11-19;Все категории;13.4
2023-11-12;Все категории;15.7
2023-11-05;Все категории;14
2023-10-29;Все категории;13.5
2023-10-22;Все категории;13.4
2023-10-15;Все категории;15.7
2023-10-08;Все категории;17.9
2023-10-01;Все категории;19.7
2023-09-24;Все категории;15.7
2023-09-17;Все категории;14
2023-09-10;Все категории;13
2023-09-03;Все категории;18.7
2023-08-27;Все категории;15.5
2023-08-20;Все категории;15.3
2023-08-13;Все категории;14.5
2023-08-06;Все категории;16.6
2023-07-30;Все категории;10.2
2023-07-23;Все категории;9
2023-07-16;Все категории;9.9
2023-07-09;Все категории;10.5
2023-07-02;Все категории;6.1
2023-06-25;Все категории;7.7
2023-06-18;Все категории;7.5
2023-06-11;Все категории;7.2
2023-06-04;Все категории;7.7
2023-05-28;Все категории;7.3
2023-05-21;Все категории;9.3
2023-05-14;Все категории;7.8
2023-05-07;Все категории;11
2023-04-30;Все категории;15.4
2023-04-23;Все категории;10.3
2023-04-16;Все категории;14.2
2023-04-09;Все категории;15.8
2023-04-02;Все категории;17.5
2023-03-26;Все категории;14.7
2023-03-19;Все категории;6.8
2023-03-12;Все категории;2.7
2023-03-05;Все категории;-9.2
2023-02-26;Все категории;-1.6
2023-02-19;Все категории;5.1
2023-02-12;Все категории;6.1
2023-02-05;Все категории;9.6
2023-01-29;Все категории;6.7
2023-01-22;Все категории;5
2023-01-15;Все категории;7.2
2023-01-08;Все категории;6.8
2023-01-01;Все категории;6.8
2022-12-25;Все категории;4.1
2022-12-18;Все категории;4.1
2022-12-11;Все категории;4.9
2022-12-04;Все категории;6.1
2022-11-27;Все категории;7.3
2022-11-20;Все категории;7.5
2022-11-13;Все категории;6.1
2022-11-06;Все категории;26.2
2022-10-30;Все категории;5.5
2022-10-23;Все категории;7.2
2022-10-16;Все категории;6.1
2022-10-09;Все категории;5.9
2022-10-02;Все категории;3.1
2022-09-25;Все категории;5.6
2022-09-18;Все категории;5.8
2022-09-11;Все категории;6.7
2022-09-04;Все категории;5.6
2022-08-28;Все категории;7.1
2022-08-21;Все категории;9
2022-08-14;Все категории;7.6
2022-08-07;Все категории;5.7
2022-07-31;Все категории;7.4
2022-07-24;Все категории;6.7
2022-07-17;Все категории;9.2
2022-07-10;Все категории;10.5
2022-07-03;Все категории;11
2022-06-26;Все категории;7.3
2022-06-19;Все категории;6.8
2022-06-12;Все категории;8.2
2022-06-05;Все категории;10.9
2022-05-29;Все категории;8
2022-05-22;Все категории;7.7
2022-05-15;Все категории;8.6
2022-05-08;Все категории;10.5
2022-05-01;Все категории;4.8
2022-04-24;Все категории;8.2
2022-04-17;Все категории;8.6
2022-04-10;Все категории;10.5
2022-04-03;Все категории;6.7
2022-03-27;Все категории;8.8
2022-03-20;Все категории;18.4
2022-03-13;Все категории;23
2022-03-06;Все категории;30.5
2022-02-27;Все категории;21
2022-02-20;Все категории;15
2022-02-13;Все категории;13.7
2022-02-06;Все категории;12.4
2022-01-30;Все категории;12.2
2022-01-23;Все категории;16.1
2022-01-16;Все категории;19.2
2022-01-09;Все категории;12.2
2022-01-02;Все категории;15.9
2021-12-26;Все категории;14.4
2021-12-19;Все категории;17.9
2021-12-12;Все категории;18.3
2021-12-05;Все категории;17
2021-11-28;Все категории;18.3
2021-11-21;Все категории;18.6
2021-11-14;Все категории;18.7
2021-11-07;Все категории;6.6
2021-10-31;Все категории;16.7
2021-10-24;Все категории;15.5
2021-10-17;Все категории;16.5
2021-10-10;Все категории;16.6
2021-10-03;Все категории;14.3
2021-09-26;Все категории;14.7
2021-09-19;Все категории;15.5
2021-09-12;Все категории;17.6
2021-09-05;Все категории;21.7
2021-08-29;Все категории;14.4
2021-08-22;Все категории;14.8
2021-08-15;Все категории;17.3
2021-08-08;Все категории;21.9
2020-10-25;Все категории;0.7
2020-10-18;Все категории;-0.8
2020-10-11;Все категории;0.3
2020-10-04;Все категории;-0.4
2020-09-27;Все категории;-1.6
2020-09-20;Все категории;1.1
2020-09-13;Все категории;1.2
2020-09-06;Все категории;-1.1
2020-08-30;Все категории;1.4
2020-08-23;Все категории;-0.2
2020-08-16;Все категории;0.3
2020-08-09;Все категории;-2.2
2020-08-02;Все категории;-5.4
2020-07-26;Все категории;-5
2020-07-19;Все категории;-6.4
2020-07-12;Все категории;-4.9
2020-07-05;Все категории;-1.5
2020-06-28;Все категории;-11.3
2020-06-21;Все категории;-10.9
2020-06-14;Все категории;-12.2
2020-06-07;Все категории;-9.8
2020-05-31;Все категории;-18.9
2020-05-24;Все категории;-20.9
2020-05-17;Все категории;-20.8
2020-05-10;Все категории;-24.4
2020-05-03;Все категории;-18.2
2020-04-26;Все категории;-25.2
2020-04-19;Все категории;-24
2020-04-12;Все категории;-26.3
2020-04-05;Все категории;-26
2020-03-29;Все категории;2.4
2020-03-22;Все категории;11
2020-03-15;Все категории;17.5
2020-03-08;Все категории;7.2
2020-03-01;Все категории;18.7
2020-02-23;Все категории;3.6
2020-02-16;Все категории;4.7
2020-02-09;Все категории;2.3
2020-02-02;Все категории;4.5
2020-01-26;Все категории;5.9
2020-01-19;Все категории;4.6
2020-01-12;Все категории;4.8
2021-07-04;Все категории;14.4
2021-06-27;Все категории;28.6
2021-06-20;Все категории;27.9
2021-06-13;Все категории;30.9
2021-06-06;Все категории;26.6
2021-05-30;Все категории;39.9
2021-05-23;Все категории;44
2021-05-16;Все категории;45.6
2021-05-09;Все категории;51.6
2021-05-02;Все категории;45.9
2021-04-25;Все категории;52.3
2021-04-18;Все категории;45.6
2021-04-11;Все категории;55.7
2021-04-04;Все категории;45
2021-03-28;Все категории;7
2021-03-21;Все категории;0.8
2021-03-14;Все категории;-1.1
2021-03-07;Все категории;7
2021-02-28;Все категории;3.7
2021-02-21;Все категории;3.8
2021-02-14;Все категории;2.6
2021-02-07;Все категории;3.9
2021-01-31;Все категории;4.6
2021-01-24;Все категории;2.4
2021-01-17;Все категории;2.6
2021-01-10;Все категории;4.3
2021-01-03;Все категории;19.7
2020-12-27;Все категории;-5.1
2020-12-20;Все категории;-5.1
2020-12-13;Все категории;-4.3
2020-12-06;Все категории;-1.9
2020-11-29;Все категории;0.8
2020-11-22;Все категории;-0.7
2020-11-15;Все категории;3.4
2020-11-08;Все категории;-1.1
2020-11-01;Все категории;-3.3
2020-10-25;Все категории;0.7
2020-10-18;Все категории;-0.8
2020-10-11;Все категории;0.3
2020-10-04;Все категории;-0.4
2020-09-27;Все категории;-1.6
2020-09-20;Все категории;1.1
2020-09-13;Все категории;1.2
2020-09-06;Все категории;-1.1
2020-08-30;Все категории;1.4
2020-08-23;Все категории;-0.2
2020-08-16;Все категории;0.3
2020-08-09;Все категории;-2.2
2020-08-02;Все категории;-5.4
2020-07-26;Все категории;-5
2020-07-19;Все категории;-6.4
2020-07-12;Все категории;-4.9
2020-07-05;Все категории;-1.5
2020-06-28;Все категории;-11.3
2020-06-21;Все категории;-10.9
2020-06-14;Все категории;-12.2
2020-06-07;Все категории;-9.8
2020-05-31;Все категории;-18.9
2020-05-24;Все категории;-20.9
2020-05-17;Все категории;-20.8
2020-05-10;Все категории;-24.4
2020-05-03;Все категории;-18.2
2020-04-26;Все категории;-25.2
2020-04-19;Все категории;-24
2020-04-12;Все категории;-26.3
2020-04-05;Все категории;-26
2020-03-29;Все категории;2.4
2020-03-22;Все категории;11
2020-03-15;Все категории;17.5
2020-03-08;Все категории;7.2
2020-03-01;Все категории;18.7
2020-02-23;Все категории;3.6
2020-02-16;Все категории;4.7
2020-02-09;Все категории;2.3
2020-02-02;Все категории;4.5
2020-01-26;Все категории;5.9
2020-01-19;Все категории;4.6
2020-01-12;Все категории;4.8
2023-06-18;Все категории;7.5
2023-06-11;Все категории;7.2
2023-06-04;Все категории;7.7
2023-05-28;Все категории;7.3
2023-05-21;Все категории;9.3
2023-05-14;Все категории;7.8
2023-05-07;Все категории;11
2023-04-30;Все категории;15.4
2023-04-23;Все категории;10.3
2023-04-16;Все категории;14.2
2023-04-09;Все категории;15.8
2023-04-02;Все категории;17.5
2023-03-26;Все категории;14.7
2023-03-19;Все категории;6.8
2023-03-12;Все категории;2.7
2023-03-05;Все категории;-9.2
2023-02-26;Все категории;-1.6
2023-02-19;Все категории;5.1
2023-02-12;Все категории;6.1
2023-02-05;Все категории;9.6
2023-01-29;Все категории;6.7
2023-01-22;Все категории;5
2023-01-15;Все категории;7.2
2023-01-08;Все категории;6.8
2023-01-01;Все категории;6.8
2022-12-25;Все категории;4.1
2022-12-18;Все категории;4.1
2022-12-11;Все категории;4.9
2022-12-04;Все категории;6.1
2022-11-27;Все категории;7.3
2022-11-20;Все категории;7.5
2022-11-13;Все категории;6.1
2022-11-06;Все категории;26.2
2022-10-30;Все категории;5.5
2022-10-23;Все категории;7.2
2022-10-16;Все категории;6.1
2022-10-09;Все категории;5.9
2022-10-02;Все категории;3.1
2022-09-25;Все категории;5.6
2022-09-18;Все категории;5.8
2022-09-11;Все категории;6.7
2022-09-04;Все категории;5.6
2022-08-28;Все категории;7.1
2022-08-21;Все категории;9
2022-08-14;Все категории;7.6
2022-08-07;Все категории;5.7
2022-07-31;Все категории;7.4
2022-07-24;Все категории;6.7
2022-07-17;Все категории;9.2
2022-07-10;Все категории;10.5
2022-07-03;Все категории;11
2022-06-26;Все категории;7.3
2022-06-19;Все категории;6.8
2022-06-12;Все категории;8.2
2022-06-05;Все категории;10.9
2022-05-29;Все категории;8
2022-05-22;Все категории;7.7
2022-05-15;Все категории;8.6
2022-05-08;Все категории;10.5
2022-05-01;Все категории;4.8
2022-04-24;Все категории;8.2
2022-04-17;Все категории;8.6
2022-04-10;Все категории;10.5
2022-04-03;Все категории;6.7
2022-03-27;Все категории;8.8
2022-03-20;Все категории;18.4
2022-03-13;Все категории;23
2022-03-06;Все категории;30.5
2022-02-27;Все категории;21
2022-02-20;Все категории;15
2022-02-13;Все категории;13.7
2022-02-06;Все категории;12.4
2022-01-30;Все категории;12.2
2022-01-23;Все категории;16.1
2022-01-16;Все категории;19.2
2022-01-09;Все категории;12.2
2022-01-02;Все категории;15.9
2021-12-26;Все категории;14.4
2021-12-19;Все категории;17.9
2021-12-12;Все категории;18.3
2021-12-05;Все категории;17
2021-11-28;Все категории;18.3
2021-11-21;Все категории;18.6
2021-11-14;Все категории;18.7
2021-11-07;Все категории;6.6
2021-10-31;Все категории;16.7
2021-10-24;Все категории;15.5
2021-10-17;Все категории;16.5
2021-10-10;Все категории;16.6
2021-10-03;Все категории;14.3
2021-09-26;Все категории;14.7
2021-09-19;Все категории;15.5
2021-09-12;Все категории;17.6
2021-09-05;Все категории;21.7
2021-08-29;Все категории;14.4
2021-08-22;Все категории;14.8
2021-08-15;Все категории;17.3
2021-08-08;Все категории;21.9
2021-08-01;Все категории;21.5
2021-07-25;Все категории;20.9
2021-07-18;Все категории;20
2021-07-11;Все категории;17.3
2021-07-04;Все категории;14.4
2021-06-27;Все категории;28.6
2021-06-20;Все категории;27.9
2021-06-13;Все категории;30.9
2021-06-06;Все категории;26.6
2021-05-30;Все категории;39.9
2021-05-23;Все категории;44
2021-05-16;Все категории;45.6
2021-05-09;Все категории;51.6
2021-05-02;Все категории;45.9
2021-04-25;Все категории;52.3
2021-04-18;Все категории;45.6
2021-04-11;Все категории;55.7
2021-04-04;Все категории;45
2021-03-28;Все категории;7
2021-03-21;Все категории;0.8
2021-03-14;Все категории;-1.1
2021-03-07;Все категории;7
2021-02-28;Все категории;3.7
2021-02-21;Все категории;3.8
2021-02-14;Все категории;2.6
2021-02-07;Все категории;3.9
2021-01-31;Все категории;4.6
2021-01-24;Все категории;2.4
2021-01-17;Все категории;2.6
2021-01-10;Все категории;4.3
2021-01-03;Все категории;19.7
2020-12-27;Все категории;-5.1
2020-12-20;Все категории;-5.1
2020-12-13;Все категории;-4.3
2020-12-06;Все категории;-1.9
2020-11-29;Все категории;0.8
2020-11-22;Все категории;-0.7
2020-11-15;Все категории;3.4
2020-11-08;Все категории;-1.1
2020-11-01;Все категории;-3.3
2021-08-01;Все категории;21.5
2021-07-25;Все категории;20.9
2021-07-18;Все категории;20
2021-07-11;Все категории;17.3
2022-08-21;Duty Free;-38.5
2022-08-14;Duty Free;-40
2022-08-07;Duty Free;-35.8
2022-07-31;Duty Free;-37.2
2022-07-24;Duty Free;-34.2
2022-07-17;Duty Free;-32.8
2022-07-10;Duty Free;-25.8
2022-07-03;Duty Free;-21.9
2022-06-26;Duty Free;-9.8
2022-06-19;Duty Free;0.9
2022-06-12;Duty Free;-1.3
2022-06-05;Duty Free;4.2
2022-05-29;Duty Free;1.3
2022-05-22;Duty Free;8.5
2022-05-15;Duty Free;0.7
2022-05-08;Duty Free;-4.9
2022-05-01;Duty Free;-21.3
2022-04-24;Duty Free;-36.5
2022-04-17;Duty Free;-31.2
2022-04-10;Duty Free;-22.5
2022-04-03;Duty Free;-21
2022-03-27;Duty Free;-21.9
2022-03-20;Duty Free;-15.3
2022-03-13;Duty Free;-12.5
2022-03-06;Duty Free;-9.1
2022-02-27;Duty Free;23.4
2022-02-20;Duty Free;21
2022-02-13;Duty Free;30.9
2022-02-06;Duty Free;28.4
2022-01-30;Duty Free;40.3
2022-01-23;Duty Free;54.1
2022-01-16;Duty Free;65.2
2022-01-09;Duty Free;70.7
2022-01-02;Duty Free;74.9
2021-12-26;Duty Free;54.3
2021-12-19;Duty Free;62.5
2021-12-12;Duty Free;65.1
2021-12-05;Duty Free;86.3
2021-11-28;Duty Free;86.1
2021-11-21;Duty Free;99.9
2021-11-14;Duty Free;89.7
2021-11-07;Duty Free;132.5
2021-10-31;Duty Free;118.5
2021-10-24;Duty Free;80.2
2021-10-17;Duty Free;61.2
2021-10-10;Duty Free;54.2
2021-10-03;Duty Free;41.6
2021-09-26;Duty Free;31.2
2021-09-19;Duty Free;30.6
2021-09-12;Duty Free;27.3
2021-09-05;Duty Free;34.9
2021-08-29;Duty Free;29.1
2021-08-22;Duty Free;46
2021-08-15;Duty Free;46.7
2021-08-08;Duty Free;90.8
2021-08-01;Duty Free;177.7
2021-07-25;Duty Free;163.6
2021-07-18;Duty Free;171
2021-07-11;Duty Free;173.8
2021-07-04;Duty Free;216.2
2021-06-27;Duty Free;248
2021-06-20;Duty Free;279.3
2021-06-13;Duty Free;406.9
2021-06-06;Duty Free;492.6
2021-05-30;Duty Free;1304.2
2021-05-23;Duty Free;1472.1
2021-05-16;Duty Free;1751.8
2021-05-09;Duty Free;2066.8
2021-05-02;Duty Free;2078.3
2021-04-25;Duty Free;2026.2
2021-04-18;Duty Free;1941.8
2021-04-11;Duty Free;2561.3
2021-04-04;Duty Free;837.1
2021-03-28;Duty Free;141.7
2021-03-21;Duty Free;12.2
2021-03-14;Duty Free;-29.2
2021-03-07;Duty Free;-43.8
2021-02-28;Duty Free;-53.7
2021-02-21;Duty Free;-51.3
2021-02-14;Duty Free;-53.1
2021-02-07;Duty Free;-53.2
2021-01-31;Duty Free;-54.3
2021-01-24;Duty Free;-58
2021-01-17;Duty Free;-59.6
2021-01-10;Duty Free;-58.4
2021-01-03;Duty Free;-53.4
2020-12-27;Duty Free;-62.9
2020-12-20;Duty Free;-65.7
2020-12-13;Duty Free;-67.2
2020-12-06;Duty Free;-66.7
2020-11-29;Duty Free;-66.2
2020-11-22;Duty Free;-68.6
2020-11-15;Duty Free;-68.6
2020-11-08;Duty Free;-70.5
2020-11-01;Duty Free;-70.6
2020-10-25;Duty Free;-64.5
2020-10-18;Duty Free;-61
2020-10-11;Duty Free;-59.3
2020-10-04;Duty Free;-52.8
2020-09-27;Duty Free;-51.8
2020-09-20;Duty Free;-52.5
2020-09-13;Duty Free;-51
2020-09-06;Duty Free;-51
2020-08-30;Duty Free;-51.1
2020-08-23;Duty Free;-50.3
2020-08-16;Duty Free;-48.6
2020-08-09;Duty Free;-63.6
2020-08-02;Duty Free;-71.8
2020-07-26;Duty Free;-73.2
2020-07-19;Duty Free;-74.7
2020-07-12;Duty Free;-76
2020-07-05;Duty Free;-78
2020-06-28;Duty Free;-81.8
2020-06-21;Duty Free;-85.6
2020-06-14;Duty Free;-88.7
2020-06-07;Duty Free;-90.6
2020-05-31;Duty Free;-96.2
2020-05-24;Duty Free;-96.9
2020-05-17;Duty Free;-97.3
2020-05-10;Duty Free;-97.9
2020-05-03;Duty Free;-98.1
2020-04-26;Duty Free;-97.7
2020-04-19;Duty Free;-97.3
2020-04-12;Duty Free;-97.8
2020-04-05;Duty Free;-94.7
2020-03-29;Duty Free;-79.2
2020-03-22;Duty Free;-51.5
2020-03-15;Duty Free;-20.5
2020-03-08;Duty Free;-2.4
2020-03-01;Duty Free;19.1
2020-02-23;Duty Free;11.9
2020-02-16;Duty Free;7.5
2020-02-09;Duty Free;8.2
2020-02-02;Duty Free;12.8
2020-01-26;Duty Free;13.9
2020-01-19;Duty Free;26.7
2020-01-12;Duty Free;19.1
2023-06-18;Duty Free;-5.3
2023-06-11;Duty Free;-4.3
2023-06-04;Duty Free;-2.8
2023-05-28;Duty Free;-5.4
2023-05-21;Duty Free;5.2
2023-05-14;Duty Free;13
2023-05-07;Duty Free;8.8
2023-04-30;Duty Free;36.3
2023-04-23;Duty Free;42.5
2023-04-16;Duty Free;7.3
2023-04-09;Duty Free;7.9
2023-04-02;Duty Free;41.4
2023-03-26;Duty Free;13.7
2023-03-19;Duty Free;14.7
2023-03-12;Duty Free;-0.4
2023-03-05;Duty Free;-15.4
2023-02-26;Duty Free;-22.5
2023-02-19;Duty Free;-26.4
2023-02-12;Duty Free;-25.6
2023-02-05;Duty Free;-24.8
2023-01-29;Duty Free;-27.1
2023-01-22;Duty Free;-34.2
2023-01-15;Duty Free;-38
2023-01-08;Duty Free;-41
2023-01-01;Duty Free;-35.2
2022-12-25;Duty Free;-37.9
2022-12-18;Duty Free;-41.3
2022-12-11;Duty Free;-37.2
2022-12-04;Duty Free;-44.4
2022-11-27;Duty Free;-42.4
2022-11-20;Duty Free;-39.2
2022-11-13;Duty Free;-42.8
2022-11-06;Duty Free;-40.9
2022-10-30;Duty Free;-38.9
2022-10-23;Duty Free;-42.1
2022-10-16;Duty Free;-42
2022-10-09;Duty Free;-39.1
2022-10-02;Duty Free;-38.3
2022-09-25;Duty Free;-36.2
2022-09-18;Duty Free;-34
2022-09-11;Duty Free;-32.5
2022-09-04;Duty Free;-32.1
2022-08-28;Duty Free;-34.1
2022-08-21;Duty Free;-38.5
2022-08-14;Duty Free;-40
2022-08-07;Duty Free;-35.8
2022-07-31;Duty Free;-37.2
2022-07-24;Duty Free;-34.2
2022-07-17;Duty Free;-32.8
2022-07-10;Duty Free;-25.8
2022-07-03;Duty Free;-21.9
2022-06-26;Duty Free;-9.8
2022-06-19;Duty Free;0.9
2022-06-12;Duty Free;-1.3
2022-06-05;Duty Free;4.2
2022-05-29;Duty Free;1.3
2022-05-22;Duty Free;8.5
2022-05-15;Duty Free;0.7
2022-05-08;Duty Free;-4.9
2022-05-01;Duty Free;-21.3
2022-04-24;Duty Free;-36.5
2022-04-17;Duty Free;-31.2
2022-04-10;Duty Free;-22.5
2022-04-03;Duty Free;-21
2022-03-27;Duty Free;-21.9
2022-03-20;Duty Free;-15.3
2022-03-13;Duty Free;-12.5
2022-03-06;Duty Free;-9.1
2022-02-27;Duty Free;23.4
2022-02-20;Duty Free;21
2022-02-13;Duty Free;30.9
2022-02-06;Duty Free;28.4
2022-01-30;Duty Free;40.3
2022-01-23;Duty Free;54.1
2022-01-16;Duty Free;65.2
2022-01-09;Duty Free;70.7
2022-01-02;Duty Free;74.9
2021-12-26;Duty Free;54.3
2021-12-19;Duty Free;62.5
2021-07-25;Duty Free;163.6
2021-07-18;Duty Free;171
2021-07-11;Duty Free;173.8
2021-07-04;Duty Free;216.2
2021-06-27;Duty Free;248
2021-06-20;Duty Free;279.3
2021-06-13;Duty Free;406.9
2021-06-06;Duty Free;492.6
2021-05-30;Duty Free;1304.2
2021-05-23;Duty Free;1472.1
2021-05-16;Duty Free;1751.8
2021-05-09;Duty Free;2066.8
2021-05-02;Duty Free;2078.3
2021-04-25;Duty Free;2026.2
2021-04-18;Duty Free;1941.8
2021-04-11;Duty Free;2561.3
2021-04-04;Duty Free;837.1
2021-03-28;Duty Free;141.7
2021-03-21;Duty Free;12.2
2021-03-14;Duty Free;-29.2
2021-03-07;Duty Free;-43.8
2021-02-28;Duty Free;-53.7
2021-02-21;Duty Free;-51.3
2021-02-14;Duty Free;-53.1
2021-02-07;Duty Free;-53.2
2021-01-31;Duty Free;-54.3
2021-01-24;Duty Free;-58
2021-01-17;Duty Free;-59.6
2021-01-10;Duty Free;-58.4
2021-01-03;Duty Free;-53.4
2020-12-27;Duty Free;-62.9
2020-12-20;Duty Free;-65.7
2020-12-13;Duty Free;-67.2
2020-12-06;Duty Free;-66.7
2020-11-29;Duty Free;-66.2
2020-11-22;Duty Free;-68.6
2020-11-15;Duty Free;-68.6
2020-11-08;Duty Free;-70.5
2020-11-01;Duty Free;-70.6
2020-10-25;Duty Free;-64.5
2020-10-18;Duty Free;-61
2020-10-11;Duty Free;-59.3
2020-10-04;Duty Free;-52.8
2020-09-27;Duty Free;-51.8
2020-09-20;Duty Free;-52.5
2020-09-13;Duty Free;-51
2020-09-06;Duty Free;-51
2020-08-30;Duty Free;-51.1
2020-08-23;Duty Free;-50.3
2020-08-16;Duty Free;-48.6
2020-08-09;Duty Free;-63.6
2020-08-02;Duty Free;-71.8
2020-07-26;Duty Free;-73.2
2020-07-19;Duty Free;-74.7
2020-07-12;Duty Free;-76
2020-07-05;Duty Free;-78
2020-06-28;Duty Free;-81.8
2020-06-21;Duty Free;-85.6
2020-06-14;Duty Free;-88.7
2020-06-07;Duty Free;-90.6
2020-05-31;Duty Free;-96.2
2020-05-24;Duty Free;-96.9
2020-05-17;Duty Free;-97.3
2020-05-10;Duty Free;-97.9
2020-05-03;Duty Free;-98.1
2020-04-26;Duty Free;-97.7
2020-04-19;Duty Free;-97.3
2020-04-12;Duty Free;-97.8
2020-04-05;Duty Free;-94.7
2020-03-29;Duty Free;-79.2
2020-03-22;Duty Free;-51.5
2020-03-15;Duty Free;-20.5
2020-03-08;Duty Free;-2.4
2020-03-01;Duty Free;19.1
2020-02-23;Duty Free;11.9
2020-02-16;Duty Free;7.5
2020-02-09;Duty Free;8.2
2020-02-02;Duty Free;12.8
2020-01-26;Duty Free;13.9
2020-01-19;Duty Free;26.7
2020-01-12;Duty Free;19.1
2024-04-07;Duty Free;22.2
2024-03-31;Duty Free;-0.8
2024-03-24;Duty Free;7.1
2024-03-17;Duty Free;-7.8
2024-03-10;Duty Free;6.1
2024-03-03;Duty Free;-2.5
2024-02-25;Duty Free;-8.9
2024-02-18;Duty Free;-10.2
2024-02-11;Duty Free;-5.8
2024-02-04;Duty Free;6.8
2024-01-28;Duty Free;5.9
2024-01-21;Duty Free;9.1
2024-01-14;Duty Free;2.3
2024-01-07;Duty Free;-1.5
2023-12-31;Duty Free;2.4
2023-12-24;Duty Free;-1
2023-12-17;Duty Free;-0.1
2023-12-10;Duty Free;7.7
2023-12-03;Duty Free;17
2023-11-26;Duty Free;21.4
2023-11-19;Duty Free;9.5
2023-11-12;Duty Free;23.2
2023-11-05;Duty Free;18.7
2023-10-29;Duty Free;19.3
2023-10-22;Duty Free;27.1
2023-10-15;Duty Free;27.4
2023-10-08;Duty Free;16.9
2023-10-01;Duty Free;23.3
2023-09-24;Duty Free;17.6
2023-09-17;Duty Free;12.8
2023-09-10;Duty Free;13.2
2023-09-03;Duty Free;15
2023-08-27;Duty Free;10.7
2023-08-20;Duty Free;12.2
2023-08-13;Duty Free;13.7
2023-08-06;Duty Free;11.1
2023-07-30;Duty Free;-2.6
2023-07-23;Duty Free;-3.2
2023-07-16;Duty Free;2.2
2023-07-09;Duty Free;2.4
2023-07-02;Duty Free;-5.6
2023-06-25;Duty Free;0.5
2023-06-18;Duty Free;-5.3
2023-06-11;Duty Free;-4.3
2023-06-04;Duty Free;-2.8
2023-05-28;Duty Free;-5.4
2023-05-21;Duty Free;5.2
2023-05-14;Duty Free;13
2023-05-07;Duty Free;8.8
2023-04-30;Duty Free;36.3
2023-04-23;Duty Free;42.5
2023-04-16;Duty Free;7.3
2023-04-09;Duty Free;7.9
2023-04-02;Duty Free;41.4
2023-03-26;Duty Free;13.7
2023-03-19;Duty Free;14.7
2023-03-12;Duty Free;-0.4
2023-03-05;Duty Free;-15.4
2023-02-26;Duty Free;-22.5
2023-02-19;Duty Free;-26.4
2023-02-12;Duty Free;-25.6
2023-02-05;Duty Free;-24.8
2023-01-29;Duty Free;-27.1
2023-01-22;Duty Free;-34.2
2023-01-15;Duty Free;-38
2023-01-08;Duty Free;-41
2023-01-01;Duty Free;-35.2
2022-12-25;Duty Free;-37.9
2022-12-18;Duty Free;-41.3
2022-12-11;Duty Free;-37.2
2022-12-04;Duty Free;-44.4
2022-11-27;Duty Free;-42.4
2022-11-20;Duty Free;-39.2
2022-11-13;Duty Free;-42.8
2022-11-06;Duty Free;-40.9
2022-10-30;Duty Free;-38.9
2022-10-23;Duty Free;-42.1
2022-10-16;Duty Free;-42
2022-10-09;Duty Free;-39.1
2022-10-02;Duty Free;-38.3
2022-09-25;Duty Free;-36.2
2022-09-18;Duty Free;-34
2022-09-11;Duty Free;-32.5
2022-09-04;Duty Free;-32.1
2022-08-28;Duty Free;-34.1
2021-12-12;Duty Free;65.1
2021-12-05;Duty Free;86.3
2021-11-28;Duty Free;86.1
2021-11-21;Duty Free;99.9
2021-11-14;Duty Free;89.7
2021-11-07;Duty Free;132.5
2021-10-31;Duty Free;118.5
2021-10-24;Duty Free;80.2
2021-10-17;Duty Free;61.2
2021-10-10;Duty Free;54.2
2021-10-03;Duty Free;41.6
2021-09-26;Duty Free;31.2
2021-09-19;Duty Free;30.6
2021-09-12;Duty Free;27.3
2021-09-05;Duty Free;34.9
2021-08-29;Duty Free;29.1
2021-08-22;Duty Free;46
2021-08-15;Duty Free;46.7
2021-08-08;Duty Free;90.8
2021-08-01;Duty Free;177.7
2024-01-07;Авиабилеты;3.8
2023-12-31;Авиабилеты;7.9
2023-12-24;Авиабилеты;4
2023-12-17;Авиабилеты;-7.4
2023-12-10;Авиабилеты;-7
2023-12-03;Авиабилеты;-10
2023-11-26;Авиабилеты;-10.3
2023-11-19;Авиабилеты;-1.9
2023-11-12;Авиабилеты;-2
2023-11-05;Авиабилеты;10
2023-10-29;Авиабилеты;12.3
2023-10-22;Авиабилеты;22.8
2023-10-15;Авиабилеты;32.3
2023-10-08;Авиабилеты;30.8
2023-10-01;Авиабилеты;6.6
2023-09-24;Авиабилеты;-2.4
2023-09-17;Авиабилеты;13.4
2023-09-10;Авиабилеты;6.4
2023-09-03;Авиабилеты;6.2
2023-08-27;Авиабилеты;15.2
2023-08-20;Авиабилеты;18
2023-08-13;Авиабилеты;21
2023-08-06;Авиабилеты;15.7
2023-07-30;Авиабилеты;14.2
2023-07-23;Авиабилеты;13
2023-07-16;Авиабилеты;14.7
2023-07-09;Авиабилеты;17.4
2023-07-02;Авиабилеты;9.5
2023-06-25;Авиабилеты;15.7
2023-06-18;Авиабилеты;8.2
